,0,1,2,3,4,5,6,7,8,9,10,11,12,13
28187,1.9999999999999825,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28188,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28189,1.9999999999999825,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28190,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
28191,1.9999999999999825,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28192,"(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
28193,1.9999999999999825,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28194,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
28195,1.9999999999999825,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28196,"(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
28197,1.9999999999999825,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28198,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
28199,1.9999999999999825,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28200,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
28201,1.9999999999999825,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28202,"(21, 0, 0)","(17, 0, 0)","(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
28203,1.9999999999999887,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28204,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
28205,1.9999999999999887,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28206,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28207,1.9999999999999887,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28208,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28209,1.9999999999999887,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28210,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
28211,1.9999999999999887,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28212,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28213,1.9999999999999887,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28214,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
28215,1.9999999999999887,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28216,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
28217,1.9999999999999887,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28218,"(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
28219,1.9999999999999925,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28220,"(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,
28221,1.9999999999999925,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28222,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
28223,1.9999999999999925,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28224,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28225,1.9999999999999925,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28226,"(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,
28227,1.9999999999999925,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28228,"(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,
28229,1.9999999999999925,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28230,"(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
28231,1.9999999999999947,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28232,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28233,1.9999999999999947,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28234,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
28235,1.9999999999999947,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28236,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
28237,1.9999999999999947,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28238,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28239,1.9999999999999947,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28240,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28241,1.9999999999999947,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28242,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28243,1.9999999999999947,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28244,"(5, 3, 0)","(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,
28245,1.9999999999999947,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28246,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28247,1.9999999999999947,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28248,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
28249,1.9999999999999947,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28250,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
28251,1.9999999999999947,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28252,"(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
28253,1.9999999999999947,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28254,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
28255,1.9999999999999947,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28256,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
28257,1.9999999999999947,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28258,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
28259,1.9999999999999947,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28260,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28261,1.9999999999999947,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28262,"(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
28263,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28264,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28265,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28266,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28267,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28268,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
28269,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28270,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
28271,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28272,"(17, 3, 0)","(16, 1, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,
28273,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28274,"(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
28275,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28276,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
28277,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28278,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28279,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28280,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
28281,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28282,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
28283,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28284,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
28285,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28286,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
28287,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28288,"(9, 3, 10)","(8, 3, 10)",,,,,,,,,,,,
28289,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28290,"(12, 1, 0)","(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
28291,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28292,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
28293,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28294,"(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
28295,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28296,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
28297,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28298,"(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
28299,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28300,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
28301,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28302,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28303,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28304,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28305,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28306,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28307,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28308,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
28309,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28310,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28311,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28312,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
28313,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28314,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
28315,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28316,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
28317,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28318,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28319,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28320,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28321,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28322,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
28323,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28324,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
28325,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28326,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28327,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28328,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
28329,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28330,"(7, 2, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
28331,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28332,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
28333,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28334,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28335,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28336,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28337,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28338,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
28339,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28340,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
28341,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28342,"(5, 0, 0)","(1, 2, 0)","(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,
28343,1.999999999999996,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28344,"(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
28345,1.999999999999997,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28346,"(13, 0, 0)","(9, 3, 10)","(8, 3, 10)",,,,,,,,,,,
28347,1.999999999999997,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28348,"(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,
28349,1.999999999999997,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28350,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
28351,1.999999999999997,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28352,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28353,1.999999999999997,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28354,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
28355,1.999999999999997,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28356,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28357,1.999999999999997,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28358,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28359,1.999999999999997,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28360,"(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
28361,1.9999999999999973,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28362,"(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,
28363,1.9999999999999973,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28364,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28365,1.9999999999999973,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28366,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28367,1.9999999999999973,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28368,"(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,,
28369,1.9999999999999973,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28370,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
28371,1.9999999999999973,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28372,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28373,1.9999999999999973,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28374,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
28375,1.9999999999999973,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28376,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
28377,1.9999999999999973,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28378,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
28379,1.9999999999999973,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28380,"(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,
28381,1.9999999999999973,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28382,"(21, 0, 0)","(17, 3, 0)","(16, 1, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,
28383,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28384,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
28385,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28386,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
28387,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28388,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
28389,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28390,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
28391,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28392,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28393,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28394,"(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,,
28395,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28396,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28397,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28398,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28399,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28400,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28401,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28402,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28403,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28404,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
28405,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28406,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
28407,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28408,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
28409,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28410,"(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,
28411,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28412,"(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,
28413,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28414,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28415,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28416,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28417,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28418,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28419,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28420,"(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,
28421,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28422,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
28423,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28424,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28425,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28426,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
28427,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28428,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28429,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28430,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
28431,1.9999999999991733,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28432,"(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
28433,1.9999999999990088,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28434,"(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,,
28435,1.9999999999990088,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28436,"(4, 2, 10)","(8, 2, 10)",,,,,,,,,,,,
28437,1.9999999999990088,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28438,"(21, 0, 0)","(17, 3, 0)","(16, 2, 0)","(20, 0, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,
28439,1.9999999999991078,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28440,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28441,1.9999999999991078,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28442,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
28443,1.9999999999991078,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28444,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
28445,1.9999999999991078,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28446,"(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,
28447,1.9999999999991078,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28448,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28449,1.9999999999991078,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28450,"(22, 1, 0)","(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,
28451,1.9999999999991078,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28452,"(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,
28453,1.9999999999991078,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28454,"(0, 1, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28455,1.9999999999991078,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28456,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
28457,1.9999999999991078,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28458,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28459,1.9999999999991078,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28460,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28461,1.9999999999991078,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28462,"(5, 0, 0)","(1, 1, 19)","(2, 1, 19)",,,,,,,,,,,
28463,1.9999999999991078,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28464,"(23, 0, 0)","(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
28465,1.9999999999991078,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28466,"(13, 3, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28467,1.9999999999991078,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28468,"(21, 0, 0)","(17, 3, 0)","(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,
28469,1.999999999999286,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28470,"(19, 0, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,
28471,1.999999999999286,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28472,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
28473,1.999999999999286,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28474,"(15, 0, 0)","(11, 2, 0)","(15, 0, 0)","(11, 0, 0)","(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,
28475,1.999999999999286,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28476,"(7, 0, 0)","(3, 3, 19)","(2, 3, 19)",,,,,,,,,,,
28477,1.999999999999286,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
28478,"(16, 0, 0)","(12, 0, 10)","(8, 0, 10)",,,,,,,,,,,
28479,1.999999999999286,1.9605948175242789,0.0,1.938336794680397,,,,,,,,,,
